data,chuva,tem_max,tem_min,tem_med,umd_max,umd_min,umd_med,ven_vel_med,rad_glo,et0
2009-01-16,27.6,27,16.7,19.366666666666667,96,54,86.33333333333333,2.9875,18123.5,3.143635973154572
2009-01-17,14,20.9,16.1,17.77916666666667,96,79,90.79166666666667,2.1083333333333334,6516.7,1.3209784888232992
2009-01-18,0.2,27.4,16.1,20.8625,97,45,78.45833333333333,2.525,25532.4,3.461535810359347
2009-01-19,2,22.9,14.8,19.079166666666666,95,73,88.79166666666667,2.3708333333333336,11057.5,1.5520327345266463
2009-01-20,0,24.3,11.6,17.441666666666666,97,57,79.79166666666667,3.2083333333333335,23102.3,3.1870686833081625
2009-01-21,0,23.4,14.1,18.0875,89,52,74.08333333333333,3.7958333333333334,28988.2,3.9149352768226486
2009-01-22,0,21.7,13.8,16.825,89,50,73.625,4.233333333333333,20704.5,3.5058413545967757
2009-01-23,0,22.4,12.7,16.59583333333333,87,50,72.875,4.816666666666666,21096,3.771775916004709
2009-01-24,0,23.6,13.2,17.525,89,53,76.625,5.095833333333333,25076.9,3.856309336265695
2009-01-25,0,25.1,16.1,19.495833333333334,92,63,81.375,5.133333333333334,21084.3,3.4871646434117323
2009-01-26,0,26.4,17.2,20.791666666666668,95,54,80.58333333333333,4.108333333333333,20682.2,3.3788946161599545
2009-01-27,0,26.3,17.2,20.933333333333334,94,52,78.41666666666667,4.375,23449.5,3.669009339422166
2009-01-28,0.2,24.8,17.7,20.591666666666665,93,66,82.25,4.195833333333333,17975.8,2.871618572068213
2009-01-29,1.6,26.5,18.2,21,95,55,83.08333333333333,3.2375,18255,2.9752702317371513
2009-01-30,1.2,27.7,16.2,21.266666666666666,97,38,71.875,3.8916666666666666,27602.4,4.385602131345411
2009-01-31,0,26.1,14.5,20.3875,94,35,66.58333333333333,4.279166666666667,25078.3,4.352950874266841
2009-02-01,0,28.1,13.8,21.229166666666668,96,25,62.083333333333336,1.7375,31731.4,4.298072817793593
2009-02-02,0,28.5,14.8,20.895833333333332,92,35,69.375,3.3375,24333.5,4.318827092809223
2009-02-03,15,22.6,17.1,18.908333333333335,95,77,89.29166666666667,3.475,8282.5,1.7786807821632191
2009-02-04,11.6,26,17.5,20.291666666666668,96,59,85.16666666666667,2.8125,18600.2,2.7891858828366773
2009-02-05,0,27.8,15.4,20.783333333333335,95,42,77.91666666666667,2.9375,25033.5,3.610327782771976
2009-02-06,4.6,29.2,17.8,21.766666666666666,95,37,76.25,3.6166666666666667,24023.7,4.23613099298729
2009-02-07,0.4,NA,NA,22.454166666666666,NA,NA,76.375,1.9875,27981.6,NA
2009-02-08,0,30,19.6,23.55,91,40,74.25,2.4166666666666665,25195.8,3.8073578133081427
2009-02-09,0.2,26.7,19.8,21.870833333333334,94,57,84.625,2.6333333333333333,15044.1,2.5236411955146076
2009-02-10,0,24.5,18.5,20.454166666666666,92,70,85.33333333333333,4.620833333333334,12184.8,2.5331622580774176
2009-02-11,15.2,26,18,20.408333333333335,95,68,89,4.166666666666667,9774.699999999999,2.3875364828820063
2009-02-12,1.2,24.9,16.1,19.445833333333333,97,40,77.79166666666667,2.6,26868.8,3.5024136729509503
2009-02-13,0,23.1,13.8,17.483333333333334,89,54,74.58333333333333,4.125,25294.8,3.8098834962994097
2009-02-14,0,25.2,11.8,18.408333333333335,95,39,72.16666666666667,3.3625,28100.8,3.9256315573763017
2009-02-15,0,24.7,15.3,19.008333333333333,92,58,80.04166666666667,3.8,19130.9,3.1665861757149565
2009-02-16,7,25.8,16,20.066666666666666,94,60,83.20833333333333,4.266666666666667,15095.1,2.8369056564798454
2009-02-17,9.8,24.2,18.1,20.083333333333332,95,73,89.54166666666667,3.2291666666666665,11597.2,2.0003663234398243
