data,chuva,tem_max,tem_min,tem_med,umd_max,umd_min,umd_med,ven_vel_med,rad_glo,et0
2009-01-01,17.599999999999998,25.6,15.3,19.770833333333332,91,56,78.125,1.8291666666666666,18428.8,NA
2009-01-02,29.4,21.9,15.9,17.420833333333334,91,68,86.125,2.1083333333333334,9049,NA
2009-01-03,12,19.5,13.5,16.5625,90,73,84.16666666666667,1.9875,10791.7,NA
2009-01-04,6,16.4,10.3,13.375,91,71,85.83333333333333,1.5833333333333333,9706.3,NA
2009-01-05,0.2,21.6,6.7,14.129166666666666,92,48,77.04166666666667,1.4625,22351.7,NA
2009-01-06,0,24.8,10.2,17.254166666666666,90,38,68.20833333333333,1.65,31523.3,NA
2009-01-07,0,27,11.6,19.191666666666666,91,31,64.125,1.9166666666666667,32235.9,NA
2009-01-08,2,28.7,12,20.629166666666666,91,30,63.166666666666664,1.6375,28286.8,NA
2009-01-09,50,28.6,15.4,19.28333333333333,91,40,77,1.8458333333333332,20597,NA
2009-01-10,16.2,21.6,15.4,16.875,91,69,86.75,1.4541666666666666,6130.4,NA
2009-01-11,13.4,25.9,14.7,18.9875,91,51,80.16666666666667,2.1333333333333333,24562.8,NA
2009-01-12,0.2,28.4,12.6,20.533333333333335,92,43,73.29166666666667,1.6541666666666668,28555.1,NA
2009-01-13,0.6000000000000001,23.9,15.8,18.883333333333333,91,59,79.875,1.85,8168.5,NA
2009-01-14,0.2,29.6,14.2,21.8875,91,42,70.29166666666667,2.2041666666666666,24336.5,NA
2009-01-15,5.199999999999999,27.3,14.6,20.266666666666666,91,44,76.20833333333333,1.5833333333333333,20643,NA
2009-01-16,0.2,27.2,15.9,20.054166666666667,91,45,77.79166666666667,1.6041666666666667,16686.5,NA
2009-01-17,25.6,22,16.4,17.908333333333335,91,71,85.66666666666667,0.9458333333333333,7315.9000000000005,NA
2009-01-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-01-19,26,23.9,16.6,19.445833333333333,90,64,84.625,1.5291666666666668,14367,NA
2009-01-20,0,23.4,12.6,17.658333333333335,90,63,77.75,2.279166666666667,22224.1,NA
2009-01-21,0,24.1,15,18.708333333333332,85,52,72.83333333333333,2.0083333333333333,27226.2,NA
2009-01-22,0,22.9,12.3,16.9125,89,47,72.25,2.341666666666667,19677,NA
2009-01-23,0,23.2,12.2,17.004166666666666,86,52,69.66666666666667,2.779166666666667,24924.9,NA
2009-01-24,0,25.6,12.5,18.3875,86,46,68.91666666666667,2.4375,28298.2,NA
2009-01-25,0,25.4,17.3,20.566666666666666,81,56,72.625,2.275,17257.7,NA
2009-01-26,0.6,26.5,18.1,21.15,87,53,74.79166666666667,1.8708333333333333,16548.5,NA
2009-01-27,0.4,26.8,17.9,20.9875,91,54,77.58333333333333,1.725,17803.6,NA
2009-01-28,3.8,25.5,16.8,21.020833333333332,90,55,76.91666666666667,1.775,16705.7,NA
2009-01-29,6.2,27,18.7,21.183333333333334,90,50,78.79166666666667,1.6875,17506.2,NA
2009-01-30,0,27.9,15.2,21.3375,91,34,67.20833333333333,2.8958333333333335,25779.4,NA
2009-01-31,0,26.3,14.4,20.345833333333335,90,32,63.625,2.566666666666667,29667.4,NA
2009-02-01,0,28.4,11.9,20.275,92,23,62.958333333333336,1.8791666666666667,31635.3,NA
2009-02-02,5.800000000000001,27.8,12.7,19.529166666666665,91,39,73.29166666666667,1.7958333333333334,18801.1,NA
2009-02-03,22.6,24.8,17.2,19.441666666666666,91,61,81.75,1.85,11920.5,NA
2009-02-04,6,26.2,17.4,20.866666666666667,91,55,78.91666666666667,1.4416666666666667,22417.5,NA
2009-02-05,0,27.9,15,20.995833333333334,92,45,73.66666666666667,1.475,23314,NA
2009-02-06,0,28.6,18,22.183333333333334,87,40,70.5,2.1666666666666665,21728.8,NA
2009-02-07,0,28.5,16.7,21.970833333333335,91,48,73.08333333333333,1.3083333333333333,21354.3,NA
2009-02-08,0.4,29,17.7,22.575,91,46,75.45833333333333,0.9583333333333334,21423.9,NA
2009-02-09,8,26.3,18.6,21.291666666666668,91,64,82.79166666666667,1.1583333333333332,12790.7,NA
2009-02-10,0,26.3,18.7,21.829166666666666,88,60,77.20833333333333,2.35,14532.1,NA
2009-02-11,19,26.4,18.3,20.616666666666667,90,60,83.41666666666667,2.316666666666667,9318,NA
2009-02-12,0,26.2,16.7,20.2,91,36,72.875,1.6625,29596.399999999998,NA
2009-02-13,0.2,25.3,14.1,18.470833333333335,83,45,70.58333333333333,2.2625,22478.5,NA
2009-02-14,0,26,10.3,18.395833333333332,92,35,68.125,1.3916666666666666,27645.1,NA
2009-02-15,0,25.6,14.4,19.745833333333334,89,54,73.08333333333333,2.1458333333333335,19189.1,NA
2009-02-16,5,23.9,17.2,19.733333333333334,90,66,80.75,1.8083333333333333,11515.3,NA
2009-02-17,11.8,25.3,18.5,20.3,90,62,84.29166666666667,1.5791666666666666,11341,NA
2009-02-18,0.4,28.3,18.2,21.820833333333333,91,46,79.08333333333333,1.5416666666666667,15990.5,NA
2009-02-19,0,28.9,18.2,22.8125,87,45,70.08333333333333,1.775,23422.2,NA
2009-02-20,7.3999999999999995,30.1,18.5,21.25,91,42,79.5,1.5875,15635.9,NA
2009-02-21,17,29.4,16.5,19.958333333333332,91,52,83.79166666666667,1.8708333333333333,17972.399999999998,NA
2009-02-22,23.8,30.5,15.8,21.745833333333334,91,40,75.41666666666667,1.4375,24127.1,NA
2009-02-23,2.8,28.3,17.8,20.591666666666665,91,51,82.58333333333333,1.4,15694.6,NA
2009-02-24,24.8,26.4,16.5,18.995833333333334,92,56,85.70833333333333,1.3333333333333333,10944.4,NA
2009-02-25,0,21.1,15.5,17.9125,89,69,80.625,2.2916666666666665,9915.4,NA
2009-02-26,17.4,21.5,16.6,18.645833333333332,90,74,84.91666666666667,1.4083333333333332,7907.3,NA
2009-02-27,5,25.6,18.3,20.7875,91,63,83.16666666666667,1.0916666666666666,13407,NA
2009-02-28,8.2,26.5,17.7,20.620833333333334,91,60,85.5,0.8416666666666667,11427.2,NA
2009-03-01,0.6000000000000001,28.9,19,22.925,90,48,76.66666666666667,1.7083333333333333,20283.6,NA
2009-03-02,0,31.3,18.1,23.0125,91,33,72.70833333333333,2.2041666666666666,23344.2,NA
2009-03-03,0.2,30.2,16.5,22.77916666666667,91,42,71.75,1.5208333333333333,26306.1,NA
2009-03-04,0,31.6,17.3,23.491666666666667,91,36,70.20833333333333,1.6333333333333333,22721,NA
2009-03-05,0,29.5,13.9,21.8125,91,37,70.875,2.5041666666666664,20599.5,NA
2009-03-06,0.2,27.1,15.4,20.720833333333335,92,33,70.375,1.5541666666666667,26620.2,NA
2009-03-07,0,28.5,13.7,21.266666666666666,91,47,73,1.8125,21097.2,NA
2009-03-08,3.8,23.9,17.4,20.016666666666666,89,66,80.66666666666667,2.0041666666666664,7594.7,NA
2009-03-09,0.2,26.8,14.9,20.0125,92,40,74.375,1.1041666666666667,20930.8,NA
2009-03-10,9.2,23,16.2,19.529166666666665,91,61,78.45833333333333,1.6625,11254.7,NA
2009-03-11,0.2,25.1,17.8,20.15416666666667,90,58,79,1.7750000000000001,12364,NA
2009-03-12,14,26.3,17,19.429166666666667,91,53,83.75,1.2166666666666666,13957.1,NA
2009-03-13,0.2,25,15.4,19.15,92,49,76.375,1.2875,19611,NA
2009-03-14,0,24.3,11.7,17.441666666666666,92,40,72.45833333333333,1.9666666666666666,24978.8,NA
2009-03-15,0.2,25.9,8.8,17.258333333333333,92,38,70.5,1.7666666666666666,25949.2,NA
2009-03-16,0,28.5,12.5,19.820833333333333,92,28,69.66666666666667,1.9458333333333333,22950.5,NA
2009-03-17,0.4,28.6,17,21.2875,88,32,68.54166666666667,2.5791666666666666,20300.2,NA
2009-03-18,4.6,24.8,13.1,18.216666666666665,92,55,80.375,2.2,18827.2,NA
2009-03-19,0,23.9,15.1,18.8625,87,55,74.25,2.4208333333333334,17688,NA
2009-03-20,0,24.4,16.3,19.516666666666666,89,55,76.75,1.5708333333333333,13946.7,NA
2009-03-21,0,27.2,15.1,19.629166666666666,91,39,75.625,1.2125,17040,NA
2009-03-22,0,28.1,13.9,20.22083333333333,91,35,71.29166666666667,1.3708333333333333,21733.100000000002,NA
2009-03-23,0,27.6,15.3,19.895833333333332,89,33,73.83333333333333,1.4166666666666667,17778.7,NA
2009-03-24,0.2,27.1,13.9,18.8625,92,40,78.75,1.3458333333333334,17635.100000000002,NA
2009-03-25,0,25.2,14.7,18.9375,90,46,74.375,1.8166666666666667,15397.4,NA
2009-03-26,0,26.2,16.1,19.691666666666666,87,39,68.91666666666667,2.0875,19632.5,NA
2009-03-27,2.2,26.2,14.9,19.054166666666667,91,45,77.75,1.6291666666666667,13426,NA
2009-03-28,0.2,27,13.8,19.3625,92,41,72.91666666666667,1.7416666666666667,22936.9,NA
2009-03-29,0.2,28.7,12.4,20.279166666666665,92,28,68.08333333333333,1.2791666666666666,22733.5,NA
2009-03-30,0,26.3,14.3,20.316666666666666,90,54,76.29166666666667,1.3041666666666667,11856.5,NA
2009-03-31,0,28.8,13.1,19.566666666666666,92,28,71.54166666666667,1.8208333333333333,20525.5,NA
2009-04-01,0,27.6,13.9,20,92,39,73.375,1.35,19739.6,NA
2009-04-02,0,20.6,14.4,17.475,89,64,77.91666666666667,2.591666666666667,10154.199999999999,NA
2009-04-03,0,24.8,14.3,18.666666666666668,90,50,74.25,2.3541666666666665,19433.6,NA
2009-04-04,0,28.3,16.4,20.8,88,39,69,2.4,19898.2,NA
2009-04-05,21.200000000000003,25.5,15.6,18.65,91,61,84,1.0333333333333334,7555.3,NA
2009-04-06,0.2,26.7,16.1,20.020833333333332,92,47,78.41666666666667,1.1666666666666667,15673.2,NA
2009-04-07,0,27.3,16,20.429166666666667,91,42,75.04166666666667,1.4666666666666666,18200.4,NA
2009-04-08,0,28.2,15.6,20.579166666666666,91,39,73.58333333333333,1.1416666666666666,18791.2,NA
2009-04-09,0,26.7,12,19.416666666666668,89,36,67.95833333333333,2.5166666666666666,18589.7,NA
2009-04-10,0,21.7,7.9,13.883333333333333,92,23,65.20833333333333,1.95,21300.9,NA
2009-04-11,0,25.9,3.6,14.112499999999999,91,28,64.5,1.6916666666666667,21740.1,NA
2009-04-12,0,23.9,9.3,16.558333333333334,92,52,76.66666666666667,1.8416666666666666,19478.7,NA
2009-04-13,0,26.7,14.9,19.104166666666668,88,45,72.875,1.5458333333333334,15086.6,NA
2009-04-14,0,27.6,11.8,18.954166666666666,91,28,65.08333333333333,1.9,20501.5,NA
2009-04-15,0,23.7,12.5,17.325,90,43,73.20833333333333,1.2625,14669.7,NA
2009-04-16,0,23.3,11.8,16.770833333333332,88,36,69.79166666666667,1.775,15911.9,NA
2009-04-17,0,25,11,16.925,91,33,69.04166666666667,1.6375,20486.7,NA
2009-04-18,0,27.1,8.4,16.3375,92,20,66.125,1.7375,19676.5,NA
2009-04-19,0,27.3,6.4,16.4125,92,24,62.25,1.8458333333333332,20177.1,NA
2009-04-20,0,23.8,11.6,16.329166666666666,90,48,75.54166666666667,1.5166666666666666,14104.8,NA
2009-04-21,11.8,16.9,13.4,14.720833333333333,91,73,82.20833333333333,2.3708333333333336,550.3,NA
2009-04-22,11.4,16.7,13.5,14.908333333333333,91,80,87.54166666666667,0.9291666666666667,347,NA
2009-04-23,0.2,21.9,12.4,15.741666666666667,92,51,80.70833333333333,0.8125,1309.7,NA
2009-04-24,0.2,20.3,9.4,14.195833333333333,92,62,83.875,0.9,821.6,NA
2009-04-25,0.2,22.3,8.6,14.254166666666666,92,57,83.875,1.0208333333333333,1104.3,NA
2009-04-26,0.2,24.3,10.4,16.216666666666665,92,40,78.45833333333333,1.5416666666666667,1712.2,NA
2009-04-27,0.6000000000000001,24.7,10.4,16.6625,92,38,74.79166666666667,1.2291666666666667,1750.1000000000001,NA
2009-04-28,0,24.8,11.5,17.291666666666668,92,33,72.54166666666667,1.3291666666666666,1588.6,NA
2009-04-29,0,24.2,9.9,15.945833333333333,92,37,72.79166666666667,1.6125,1480.8999999999999,NA
2009-04-30,0.2,23.6,7.8,14.549999999999999,92,27,67.5,1.525,1826.8,NA
2009-05-01,0,21,8.1,14.4125,92,47,77.20833333333333,1.5708333333333333,1236.8,NA
2009-05-02,0,22.2,10.4,15.516666666666667,91,43,73.625,2.0083333333333333,1501.4,NA
2009-05-03,0,20.8,8.7,14.008333333333333,92,49,77.70833333333333,1.625,1523.7,NA
2009-05-04,0,20.5,9.9,15.779166666666667,92,54,75.83333333333333,1.8541666666666667,1033.5,NA
2009-05-05,0.2,22.7,6.8,14.770833333333334,92,43,74.66666666666667,1.7541666666666667,1334.5,NA
2009-05-06,0,20.3,4.8,12.941666666666666,92,30,68.95833333333333,2.1416666666666666,1541.8,NA
2009-05-07,0,23.3,0.2,10.916666666666666,93,26,66.375,1.7833333333333334,1656.1,NA
2009-05-08,0,17.3,7.1,12.454166666666667,90,70,83.25,1.1875,342.9,NA
2009-05-09,0.2,23.8,10.5,15.8625,92,46,78.16666666666667,1.0916666666666668,1337.9,NA
2009-05-10,0,23.8,9.8,15.9375,92,45,78,1.2458333333333333,1285.3,NA
2009-05-11,0,26.6,9.7,17.34166666666667,92,45,76.70833333333333,1.4541666666666666,1309.5,NA
2009-05-12,23.4,26.4,11.6,17.166666666666668,92,48,81.66666666666667,1.9083333333333332,874.5,NA
2009-05-13,1.4,24.7,13.1,18.379166666666666,91,59,79.66666666666667,1.65,820.4,NA
2009-05-14,33.6,19.2,9.7,14.833333333333332,92,77,87.75,1.9458333333333333,358,NA
2009-05-15,0.4,11.8,1.7,7.2250000000000005,92,53,78.66666666666667,2.216666666666667,1181.7,NA
2009-05-16,0.2,17.6,-0.3,6.754166666666666,93,37,77.83333333333333,0.9916666666666667,1487.5,NA
2009-05-17,0,18.4,4.8,10.995833333333334,91,47,76.58333333333333,2.3083333333333336,1513.5,NA
2009-05-18,0.4,24.7,3.6,13.0375,92,20,71.29166666666667,1.4708333333333334,1615.5,NA
2009-05-19,0.2,24.3,7.8,15.254166666666666,91,50,76.54166666666667,1.175,1330.2,NA
2009-05-20,0,20.4,10.1,15.35,92,62,80.83333333333333,2.091666666666667,1002.9,NA
2009-05-21,0.2,18.9,7.8,12.7875,92,56,81.625,1.4458333333333333,1418.1,NA
2009-05-22,0.4,22.6,5,13.029166666666667,92,46,77.625,1.2916666666666667,1573.7,NA
2009-05-23,0.2,22.2,7.7,14.3625,92,42,75.5,1.875,1580.2,NA
2009-05-24,0.2,24.1,5.6,14.245833333333334,92,40,76.66666666666667,1.6083333333333334,1448.7,NA
2009-05-25,12.4,18.4,13,15.841666666666667,91,80,88.04166666666667,1.6083333333333334,507.3,NA
2009-05-26,0.6,20.4,13.9,16.5875,92,68,86.29166666666667,1.075,511.09999999999997,NA
2009-05-27,2.8,19.2,12,15.966666666666667,92,69,86.20833333333333,1.05,516.9,NA
2009-05-28,0.2,20.2,12.5,15.854166666666666,91,66,86.29166666666667,1.3791666666666667,791.6,NA
2009-05-29,6.8,14.9,11.7,13.2625,92,79,89.08333333333333,1.525,239,NA
2009-05-30,12.200000000000001,15,11.2,12.991666666666667,91,84,88.58333333333333,2.2583333333333333,180.3,NA
2009-05-31,10.4,16,5.5,11.658333333333333,91,65,84.91666666666667,2.1875,538.4,NA
2009-06-01,0.2,8.1,4.5,5.829166666666667,91,70,82.70833333333333,1.9125,629.7,NA
2009-06-02,0,10.4,0.3,5.466666666666667,89,48,69.25,2.4125,1216.1,NA
2009-06-03,0.2,15.9,-4,3.495833333333333,93,31,75.45833333333333,1.2125,1352.2,NA
2009-06-04,0,19.2,-2.7,6.854166666666667,92,21,63.958333333333336,1.7708333333333333,1573.2,NA
2009-06-05,0.2,20.5,-0.3,10.116666666666667,93,31,64.625,2.1208333333333336,1168.5,NA
2009-06-06,0.2,17,-1,7.041666666666667,93,28,75.375,1.4375,1496.8,NA
2009-06-07,0.2,14.7,-1.9,5.633333333333333,93,55,82.33333333333333,2.0416666666666665,1040.7,NA
2009-06-08,0,18.6,7.1,11.891666666666667,85,45,70.95833333333333,2.279166666666667,1403.9,NA
2009-06-09,0.4,18,9.9,13.620833333333334,90,61,78.29166666666667,1.3291666666666666,623.2,NA
2009-06-10,0,18.4,9.2,12.833333333333334,92,61,83.20833333333333,1.0041666666666667,607.9,NA
2009-06-11,0.2,17.2,6,11.2,92,48,79.04166666666667,1.1333333333333333,1252.4,NA
2009-06-12,0.2,15.8,0.5,7.25,93,42,75.25,1.6125,1467.2,NA
2009-06-13,0,15,-0.1,6.558333333333334,93,50,80.125,1.6625,1360.2,NA
2009-06-14,0.2,15.4,0.5,7.391666666666667,93,45,77.04166666666667,1.9666666666666666,1461.9,NA
2009-06-15,5.8,16.8,2.6,10.245833333333334,92,52,77.83333333333333,2.058333333333333,1259.9,NA
2009-06-16,33.4,13.4,8.5,10.9625,92,80,88.83333333333333,2.1041666666666665,336,NA
2009-06-17,0.2,13.3,3.6,7.958333333333333,92,59,82.125,1.4291666666666667,1159.3,NA
2009-06-18,0,18.3,4.7,10.170833333333333,92,56,82.33333333333333,1.2083333333333333,1335.6,NA
2009-06-19,0,17.9,6,11.266666666666667,92,52,78.91666666666667,2.0833333333333335,1349.9,NA
2009-06-20,0.2,19.4,4.9,11.616666666666667,92,51,80.5,1.8708333333333333,1146.9,NA
2009-06-21,0.2,22.1,5.1,13.020833333333334,92,32,74.25,1.9625,1454.3,NA
2009-06-22,0.2,22.6,4.7,13.004166666666666,92,42,78.16666666666667,1.7916666666666667,1218.3999999999999,NA
2009-06-23,7.4,14.8,11.2,13.0625,91,78,86.83333333333333,1.5041666666666667,248.20000000000002,NA
2009-06-24,2,14.6,11.4,12.991666666666667,92,85,90.125,0.975,284.1,NA
2009-06-25,0.4,18.2,9.9,12.416666666666666,92,58,82.625,1.2958333333333334,863.5,NA
2009-06-26,0.2,16.3,7.9,11.970833333333333,92,58,80.875,1.5708333333333333,846.6999999999999,NA
2009-06-27,1.2000000000000002,15.2,10.8,12.358333333333333,92,71,85,1.6666666666666667,470.1,NA
2009-06-28,0,15.8,11.2,12.945833333333333,91,71,82.54166666666667,2.2416666666666667,687.1,NA
2009-06-29,19.2,21.7,12.6,15.516666666666667,90,61,78.66666666666667,2.841666666666667,1169.3,NA
2009-06-30,0,16.5,1.8,11.883333333333333,92,28,71.25,1.7375,1447.8,NA
2009-07-01,0.2,21,-2.1,8.191666666666666,93,11,67.54166666666667,1.3291666666666666,1323.9,NA
2009-07-02,0,18.7,3.9,10.2625,92,28,76,1.3416666666666668,1265.3,NA
2009-07-03,0.2,20.6,0,8.645833333333334,93,17,67.375,1.4875,1496.9,NA
2009-07-04,0.2,21.6,-0.6,9.8125,93,39,71.91666666666667,1.3375,1478.8,NA
2009-07-05,0,14.3,7,11.3125,85,56,71.70833333333333,1.8,612.3,NA
2009-07-06,7.6000000000000005,15.9,10.6,13.108333333333334,91,79,87.66666666666667,1.4958333333333333,294.5,NA
2009-07-07,8.6,24,10.7,17.216666666666665,92,46,75.66666666666667,2.379166666666667,1236.7,NA
2009-07-08,11.8,21.1,12.2,15.583333333333334,91,56,81.375,1.4625,895.8,NA
2009-07-09,5.6,17.1,12.7,14.5,92,74,87.375,0.5875,360.7,NA
2009-07-10,25.2,17.9,12.9,14.279166666666667,92,74,89.25,0.9625,414.9,NA
2009-07-11,16.2,13.2,6.4,9.766666666666666,92,86,90.08333333333333,1.9291666666666667,170.3,NA
2009-07-12,1.6,15.1,3.9,7.5625,92,44,79.08333333333333,1.5583333333333333,1430.3,NA
2009-07-13,3.4,19.9,3.6,11.270833333333334,92,34,72.95833333333333,1.3166666666666667,1441.6,NA
2009-07-14,0,15.2,4.2,9.533333333333333,91,31,75.16666666666667,1.025,1341.6,NA
2009-07-15,0.4,13.2,4.8,10.5125,90,70,81.91666666666667,2.8333333333333335,536.5,NA
2009-07-16,39.6,13.1,10.7,11.758333333333333,92,86,90.125,1.8708333333333333,116.8,NA
2009-07-17,3.8000000000000003,21,12.6,15.620833333333334,92,64,84.70833333333333,1.7625,1021.9,NA
2009-07-18,0,19.1,4.6,12.733333333333334,92,37,74.625,1.1125,1504.8,NA
2009-07-19,0.4,16.7,1.7,7.558333333333334,93,53,82.875,1.4833333333333334,1306.4,NA
2009-07-20,0,16.1,4.1,9.770833333333334,92,54,79.08333333333333,1.9708333333333334,1369.8,NA
2009-07-21,0,16.2,8.7,11.8625,84,64,78.33333333333333,2.9625,1166.9,NA
2009-07-22,15.4,15.4,7.2,10.7875,92,75,87.41666666666667,1.5916666666666666,217.4,NA
2009-07-23,0.2,11.2,3.8,8.191666666666666,92,71,83.91666666666667,1.6041666666666667,491.4,NA
2009-07-24,0,11.1,-2,3.3333333333333335,91,24,67.25,1.3208333333333333,1751.3,NA
2009-07-25,0.2,14.1,-3.5,5.716666666666667,92,56,78.33333333333333,1.8416666666666666,1552.3,NA
2009-07-26,0.2,16.1,8.8,11.65,91,62,83,0.6208333333333333,746.8,NA
2009-07-27,3.1999999999999997,17.9,10.1,12.75,91,60,82.5,0.9083333333333333,768,NA
2009-07-28,6.2,16.2,11.6,13.483333333333334,91,79,87.16666666666667,1.0916666666666666,340.4,NA
2009-07-29,0.2,14.5,3.5,10.6125,91,54,79.91666666666667,1.7666666666666666,1260.2,NA
2009-07-30,0.4,17.4,-0.6,7.358333333333333,94,35,76.66666666666667,1.2625,1577.6,NA
2009-07-31,74.6,10,8,9.291666666666666,92,86,90.16666666666667,1.7958333333333334,193.8,NA
2009-08-01,24,17.7,9.1,12.770833333333334,92,68,84.25,2.4833333333333334,1119.4,NA
2009-08-02,29.2,17.3,11.2,14.195833333333333,91,69,82.33333333333333,2.4541666666666666,599.6,NA
2009-08-03,0,13.8,3.7,8.466666666666667,92,60,78.75,1.9958333333333333,1071.9,NA
2009-08-04,0.2,21.7,0,10.483333333333333,93,30,71.875,1.475,1783.1999999999998,NA
2009-08-05,0.2,25.7,8,16.266666666666666,91,34,69.5,1.8375000000000001,1634.7,NA
2009-08-06,2.8,22.8,12,17.645833333333332,91,55,75.83333333333333,1.4083333333333334,791.6,NA
2009-08-07,0,16.1,13.7,14.979166666666666,91,78,86.54166666666667,1.9458333333333333,591.4,NA
2009-08-08,0.4,27.1,12.8,19.083333333333332,91,30,69.58333333333333,2.125,1626.2,NA
2009-08-09,0.2,21.7,15.3,17.5625,91,58,78.125,1.9333333333333333,1198.8,NA
2009-08-10,0,16.7,4,9.291666666666666,92,71,81.95833333333333,2.7625,572.4,NA
2009-08-11,0.2,18.4,2.1,8.766666666666667,93,42,77.95833333333333,1.5625,1778.6000000000001,NA
2009-08-12,0.2,20.6,4.7,12.35,92,27,67.33333333333333,2.408333333333333,1898.3,NA
2009-08-13,0,24.2,6.2,14.9625,92,30,67.75,2.4958333333333336,1878.4,NA
2009-08-14,0.2,25.6,7.1,15.404166666666667,92,21,65.75,1.7166666666666666,1840.1000000000001,NA
2009-08-15,0,24.8,8.6,16.2,85,26,55.666666666666664,1.475,1888.9,NA
2009-08-16,0,25.4,6.4,17.3,89,33,58.75,2.4458333333333333,1817.7,NA
2009-08-17,23.400000000000002,18.6,11.9,15.254166666666666,92,59,84.25,1.5375,309.4,NA
2009-08-18,19.6,19.7,11.9,14.7,92,62,83.08333333333333,1.5541666666666667,883.1999999999999,NA
2009-08-19,4.2,23.4,13,16.5,92,45,79.58333333333333,1.0666666666666667,1584.5,NA
2009-08-20,0.2,17.6,9,14.05,90,50,75.04166666666667,2.15,1500,NA
2009-08-21,0.2,13.9,3.8,8.545833333333333,90,48,73.625,2.225,1225.8,NA
2009-08-22,0,15.5,3.9,10.029166666666667,90,50,70.875,3.05,1960.7,NA
2009-08-23,0.2,16.8,8.6,11.766666666666666,90,56,76.16666666666667,2.183333333333333,986.5,NA
2009-08-24,0.6,18,10.9,14.008333333333333,91,58,78.20833333333333,1.0041666666666667,835.3,NA
2009-08-25,0,20,10.5,14.3875,91,50,74.79166666666667,2.2875,1036.7,NA
2009-08-26,0.2,19.9,5.8,12.641666666666666,92,52,77.20833333333333,1.8125,2073.3,NA
2009-08-27,0,23,8.2,14.954166666666666,92,36,70.16666666666667,1.5875,2040.7,NA
2009-08-28,0.2,25.8,5.3,14.9125,92,28,68.91666666666667,1.1458333333333333,2047.4,NA
2009-08-29,0.2,26,6.9,15.779166666666667,92,15,61.208333333333336,1.825,2147.6,NA
2009-08-30,0,27.1,6.5,16.90833333333333,90,20,59.208333333333336,2.25,2150.6,NA
2009-08-31,0.2,27.2,8.3,17.3875,91,23,60.583333333333336,1.8708333333333333,2113.1,NA
2009-09-01,0,28.6,7.7,18.279166666666665,91,28,62.875,2.254166666666667,1898.7,NA
2009-09-02,8,29,15.2,20.454166666666666,91,32,68.95833333333333,2.620833333333333,1815.6,NA
2009-09-03,32.6,18.6,14.3,16.258333333333333,91,74,87.95833333333333,1.475,457.8,NA
2009-09-04,5.4,22.6,12.1,16.633333333333333,91,61,81.5,1.8375,1462.1,NA
2009-09-05,0.2,23.5,10.3,15.466666666666667,92,51,79.20833333333333,1.0208333333333333,1719.8,NA
2009-09-06,0,20.5,11.7,16.4375,91,54,78.20833333333333,1.8125,821.3000000000001,NA
2009-09-07,1,21.1,11.1,15.6875,91,61,79.875,2.5083333333333333,673.8000000000001,NA
2009-09-08,32.199999999999996,17.7,12.8,14.325,91,72,88.08333333333333,1.4458333333333333,469.40000000000003,NA
2009-09-09,3,19.3,10.7,13.558333333333334,92,78,89.125,1.5666666666666667,390.6,NA
2009-09-10,0.4,14.6,11.2,12.783333333333333,92,83,89.54166666666667,1.2958333333333334,439.9,NA
2009-09-11,0,17.1,13.4,15.0875,88,75,81.70833333333333,2.1666666666666665,570.1,NA
2009-09-12,48,15.8,12.7,14.2,91,85,89.79166666666667,1.725,299,NA
2009-09-13,0.2,17.1,8.6,12.170833333333333,91,58,81.75,1.7625,1300.8,NA
2009-09-14,0,21,7.5,14.208333333333334,92,54,79.5,1.9666666666666668,1650.5,NA
2009-09-15,0,25.3,12.7,16.891666666666666,87,46,76.66666666666667,2.191666666666667,1941.6,NA
2009-09-16,0,24.6,14.6,18.320833333333333,90,48,76.45833333333333,1.5583333333333333,1175.9,NA
2009-09-17,0,24.6,13.2,17.8875,92,44,75.625,1.8166666666666667,1407.8,NA
2009-09-18,21,15.4,12.6,13.654166666666667,91,77,86.08333333333333,2.5625,351.9,NA
2009-09-19,0.4,19.5,6.9,13.5625,91,35,73.41666666666667,2.058333333333333,2084.6,NA
2009-09-20,0.2,19.2,1.3,9.816666666666666,93,39,71.70833333333333,1.7833333333333334,2535,NA
2009-09-21,0.2,21.4,6,14.629166666666666,91,47,72.91666666666667,2.1166666666666667,1848.8,NA
2009-09-22,3.4,19.7,13.8,16.15,90,69,82.95833333333333,1.7833333333333334,618,NA
2009-09-23,18.2,19.4,10.3,14.525,91,67,85.45833333333333,1.8125,729.5,NA
2009-09-24,3.6,16.2,5.7,10.3875,91,47,76.66666666666667,1.65,1377.2,NA
2009-09-25,0,19,5.8,12.775,91,46,71.625,2.6791666666666667,2112.7000000000003,NA
2009-09-26,0,23.4,11.8,16.470833333333335,85,52,74.875,2.220833333333333,1573.9,NA
2009-09-27,34.4,26.4,15,18.133333333333333,91,56,82.16666666666667,2.3291666666666666,614.5,NA
2009-09-28,49.2,21,12.1,17.229166666666668,91,76,87.79166666666667,1.8375,431.2,NA
2009-09-29,0.8,12.1,5.6,9.475,92,82,88.75,1.6875,398.1,NA
2009-09-30,6.8,11.8,4,8.166666666666666,92,73,86.79166666666667,1.8166666666666667,651.3,NA
2009-10-01,6.6000000000000005,13.4,8.3,10.854166666666666,91,79,86.25,2.15,469.6,NA
2009-10-02,0.2,21.4,9.8,14.341666666666667,92,52,77.125,1.4583333333333333,2261.6,NA
