data,chuva,pre_med,pre_max,pre_min,pto_med,pto_max,pto_min,rad_glo,tem_med,tem_max,tem_min,umd_med,umd_max,umd_min,ven_raj_max,ven_vel_med,et0
2012-12-28,0,921.1541666666667,923.4,919.2,18.683333333333334,21.2,16.4,19116.9,21.233333333333334,26.7,16.9,86.29166666666667,98,62,12,3.1708333333333334,4.24931220283505
2012-12-29,0,922.6583333333333,925.3,921.5,18.979166666666668,21.5,17.7,11183.9,20.508333333333333,26.1,18.3,91.29166666666667,97,64,8.5,1.7916666666666667,2.871777989894363
2012-12-30,0,923.7375,925.2,921.4,18.829166666666666,21.3,17.2,16203.1,21.208333333333332,27.1,17.6,87.16666666666667,98,62,6.2,1.3833333333333333,3.5807277730387237
2012-12-31,NA,922.9833333333333,924.9,920.6,19.808333333333334,21.6,18.8,14009.1,21.4125,25.8,19.3,90.75,97,66,8.8,2.1458333333333335,3.2927364887625803
2013-01-01,NA,922.1125,925.1,919.3,18.020833333333332,19.7,15.3,9214.6,19.258333333333333,21.6,17.4,92.66666666666667,98,78,13.9,2.466666666666667,2.136192166133919
2013-01-02,NA,926.1625,928.7,923.7,15.975,17.8,13.9,12117.699999999999,17.491666666666667,20.2,15.6,90.83333333333333,98,78,7.7,3.129166666666667,2.4094872093570068
2013-01-03,NA,928.975,930.4,926.9,15.033333333333333,16.6,13.5,9051.6,16.4,18.9,14.1,91.66666666666667,97,83,6.6,2.8375,1.8678244705840499
2013-01-04,NA,928.8291666666667,930.5,927.2,16.716666666666665,19.1,14.9,9607.7,18.4125,22.9,15.4,90.08333333333333,97,74,7.1,2.2583333333333333,2.3145793138429975
2013-01-05,NA,925.5541666666667,928.4,922,18.8625,21.6,17,18738.5,22.191666666666666,29.1,18,82.41666666666667,97,57,7.1,1.7708333333333333,4.2967290451981865
2013-01-06,NA,922.0708333333333,924.7,920.2,18.695833333333333,21.1,15.8,10187.5,20.02916666666667,25.7,17,92.33333333333333,98,68,15.8,2.1875,2.67137372776324
2013-01-07,NA,920.3458333333333,921.7,918.7,18.358333333333334,22.3,14.3,21000.1,19.895833333333332,27.6,14.5,91.58333333333333,99,68,11.9,1.95,4.185595246875972
2013-01-08,NA,919.7416666666667,921.9,917.4,19.204166666666666,21,17.6,9844.7,20.6375,24.9,18.5,91.875,98,74,14.6,2.4375,2.4765238818777697
2013-01-09,NA,923.0666666666666,925.8,921,19.275,22.2,16.7,20204.3,21.358333333333334,26,16.9,88.5,99,69,8.2,2.4125,4.026647348757642
2013-01-10,NA,925.375,926.6,923.3,14.1375,18,10.6,31979.2,19.566666666666666,25.9,12.5,73.41666666666667,98,41,9.2,3.5708333333333333,6.292610511692673
2013-01-11,NA,923.7041666666667,926,921.4,12.7,15,11.1,29907.8,17.558333333333334,23.4,12,75.16666666666667,95,48,9.5,3.441666666666667,5.47431736760364
2013-01-12,NA,922.9125,925,921.3,12.7625,15.1,9.9,30702.2,18.025,25.2,11.6,74.125,98,39,8.1,2.029166666666667,5.688654169160343
